checking_account_status,duration,credit_history,purpose,credit_amount,savings,present_employment,installment_rate,personal,other_debtors,present_residence,property,age,other_installment_plans,housing,existing_credits,job,dependents,telephone,foreign_worker,customer_type,sex,checking_account_exists,savings_account_exists
A11,12,A32,radio/television,674.0,A62,A74,4.0,A94,none,1.0,A122,20.0,none,own,1.0,skilled_employee,1,0,1,0,1,1,1
A12,18,A30,furniture/equipment,3244.0,A61,A73,1.0,A92,none,4.0,A123,33.0,bank,own,2.0,skilled_employee,1,1,1,1,0,1,1
A14,24,A32,business,4591.0,A64,A73,2.0,A93,none,3.0,A122,54.0,none,own,3.0,management/self-employed,1,1,1,0,1,0,1
A12,48,A30,business,3844.0,A62,A74,4.0,A93,none,4.0,A124,34.0,none,free,1.0,unskilled-resident,2,0,1,0,1,1,1
A12,27,A32,business,3915.0,A61,A73,4.0,A93,none,2.0,A123,36.0,none,own,1.0,skilled_employee,2,1,1,0,1,1,1
A14,6,A32,radio/television,2108.0,A61,A74,2.0,A94,none,2.0,A121,29.0,none,rent,1.0,skilled_employee,1,0,1,1,1,0,1
A12,45,A32,radio/television,3031.0,A62,A73,4.0,A93,guarantor,4.0,A122,21.0,none,rent,1.0,skilled_employee,1,0,1,0,1,1,1
A12,9,A34,education,1501.0,A61,A75,2.0,A92,none,3.0,A123,34.0,none,own,2.0,management/self-employed,1,1,1,0,0,1,1
A14,6,A34,radio/television,1382.0,A61,A73,1.0,A92,none,1.0,A123,28.0,none,own,2.0,skilled_employee,1,1,1,1,0,0,1
A12,12,A32,furniture/equipment,951.0,A62,A72,4.0,A92,none,4.0,A123,27.0,bank,rent,4.0,skilled_employee,1,0,1,0,0,1,1
A12,24,A32,used car,2760.0,A65,A75,4.0,A93,none,4.0,A124,36.0,bank,free,1.0,skilled_employee,1,1,1,1,1,1,0
A12,18,A33,furniture/equipment,4297.0,A61,A75,4.0,A91,none,3.0,A124,40.0,none,own,1.0,management/self-employed,1,1,1,0,1,1,1
A14,9,A34,education,936.0,A63,A75,4.0,A93,none,2.0,A123,52.0,none,own,2.0,skilled_employee,1,1,1,1,1,0,1
A11,12,A32,new car,1168.0,A61,A73,4.0,A94,none,3.0,A121,27.0,none,own,1.0,unskilled-resident,1,0,1,1,1,1,1
A14,27,A33,business,5117.0,A61,A74,3.0,A93,none,4.0,A123,26.0,none,own,2.0,skilled_employee,1,0,1,1,1,0,1
A11,12,A32,retraining,902.0,A61,A74,4.0,A94,none,4.0,A122,21.0,none,rent,1.0,skilled_employee,1,0,1,0,1,1,1
A14,12,A34,new car,1495.0,A61,A75,4.0,A93,none,1.0,A121,38.0,none,own,2.0,unskilled-resident,2,0,1,1,1,0,1
A11,30,A34,used car,10623.0,A61,A75,3.0,A93,none,4.0,A124,38.0,none,free,3.0,management/self-employed,2,1,1,1,1,1,1
A14,12,A34,furniture/equipment,1935.0,A61,A75,4.0,A93,none,4.0,A121,43.0,none,own,3.0,skilled_employee,1,1,1,1,1,0,1
A12,12,A34,domestic appliances,1424.0,A61,A74,4.0,A93,none,3.0,A122,26.0,none,own,1.0,skilled_employee,1,0,1,1,1,1,1
A11,24,A32,business,6568.0,A61,A73,2.0,A94,none,2.0,A123,21.0,stores,own,1.0,unskilled-resident,1,0,1,1,1,1,1
A14,12,A32,used car,1413.0,A64,A74,3.0,A93,none,2.0,A122,55.0,none,own,1.0,skilled_employee,1,0,0,1,1,0,1
A14,9,A34,radio/television,3074.0,A65,A73,1.0,A93,none,2.0,A121,33.0,none,own,2.0,skilled_employee,2,0,1,1,1,0,0
A14,36,A32,radio/television,3835.0,A65,A75,2.0,A92,none,4.0,A121,45.0,none,own,1.0,unskilled-resident,1,1,1,1,0,0,0
A11,27,A30,business,5293.0,A61,A71,2.0,A93,none,4.0,A122,50.0,stores,own,2.0,skilled_employee,1,1,1,0,1,1,1
A13,30,A33,business,1908.0,A61,A75,4.0,A93,none,4.0,A121,66.0,none,own,1.0,management/self-employed,1,1,1,0,1,1,1
A14,36,A34,radio/television,3342.0,A65,A75,4.0,A93,none,2.0,A123,51.0,none,own,1.0,skilled_employee,1,1,1,1,1,0,0
A12,6,A34,retraining,932.0,A65,A74,1.0,A92,none,3.0,A122,39.0,none,own,2.0,unskilled-resident,1,0,1,1,0,1,0
A11,18,A30,business,3104.0,A61,A74,3.0,A93,none,1.0,A122,31.0,bank,own,1.0,skilled_employee,1,1,1,1,1,1,1
A13,36,A32,radio/television,3913.0,A61,A73,2.0,A93,none,2.0,A121,23.0,none,own,1.0,skilled_employee,1,1,1,1,1,1,1
A11,24,A32,furniture/equipment,3021.0,A61,A73,2.0,A91,none,2.0,A121,24.0,none,rent,1.0,unskilled-resident,1,0,1,1,1,1,1
A14,10,A32,new car,1364.0,A61,A73,2.0,A92,none,4.0,A123,64.0,none,own,1.0,skilled_employee,1,1,1,1,0,0,1
A12,12,A32,radio/television,625.0,A61,A72,4.0,A94,guarantor,1.0,A121,26.0,bank,own,1.0,unskilled-resident,1,0,1,1,1,1,1
A11,12,A32,education,1200.0,A65,A73,4.0,A92,none,4.0,A122,23.0,bank,rent,1.0,skilled_employee,1,1,1,1,0,1,0
A14,12,A32,radio/television,707.0,A61,A73,4.0,A93,none,2.0,A121,30.0,bank,own,2.0,skilled_employee,1,0,1,1,1,0,1
A14,24,A33,business,2978.0,A65,A73,4.0,A93,none,4.0,A121,32.0,none,own,2.0,skilled_employee,2,1,1,1,1,0,0
A14,15,A32,used car,4657.0,A61,A73,3.0,A93,none,2.0,A123,30.0,none,own,1.0,skilled_employee,1,1,1,1,1,0,1
A14,36,A30,repairs,2613.0,A61,A73,4.0,A93,none,2.0,A123,27.0,none,own,2.0,skilled_employee,1,0,1,1,1,0,1
A12,48,A32,radio/television,10961.0,A64,A74,1.0,A93,co-applicant,2.0,A124,27.0,bank,own,2.0,skilled_employee,1,1,1,0,1,1,1
A11,12,A32,furniture/equipment,7865.0,A61,A75,4.0,A93,none,4.0,A124,53.0,none,free,1.0,management/self-employed,1,1,1,0,1,1,1
A14,9,A32,radio/television,1478.0,A61,A74,4.0,A93,none,2.0,A123,22.0,none,own,1.0,skilled_employee,1,0,1,0,1,0,1
A11,24,A32,furniture/equipment,3149.0,A61,A72,4.0,A93,none,1.0,A124,22.0,bank,free,1.0,skilled_employee,1,0,1,1,1,1,1
A13,36,A32,radio/television,4210.0,A61,A73,4.0,A93,none,2.0,A123,26.0,none,own,1.0,skilled_employee,1,0,1,0,1,1,1
A14,9,A32,new car,2507.0,A63,A75,2.0,A93,none,4.0,A124,51.0,none,free,1.0,unskilled-resident,1,0,1,1,1,0,1
A14,12,A32,radio/television,2141.0,A62,A74,3.0,A93,none,1.0,A124,35.0,none,own,1.0,skilled_employee,1,0,1,1,1,0,1
A12,18,A32,radio/television,866.0,A61,A73,4.0,A94,guarantor,2.0,A121,25.0,none,own,1.0,unskilled-resident,1,0,1,1,1,1,1
A14,4,A34,radio/television,1544.0,A61,A74,2.0,A93,none,1.0,A121,42.0,none,own,3.0,unskilled-resident,2,0,1,1,1,0,1
A11,24,A32,radio/television,1823.0,A61,A71,4.0,A93,none,2.0,A123,30.0,stores,own,1.0,management/self-employed,2,0,1,0,1,1,1
A12,6,A32,new car,14555.0,A65,A71,1.0,A93,none,2.0,A122,23.0,none,own,1.0,unemployed/unskilled,1,1,1,0,1,1,0
A12,21,A32,business,2767.0,A62,A75,4.0,A91,none,2.0,A123,61.0,bank,rent,2.0,unskilled-resident,1,0,1,0,1,1,1
A14,12,A34,radio/television,1291.0,A61,A73,4.0,A92,none,2.0,A122,35.0,none,own,2.0,skilled_employee,1,0,1,1,0,0,1
A11,30,A32,radio/television,2522.0,A61,A75,1.0,A93,guarantor,3.0,A122,39.0,none,own,1.0,skilled_employee,2,0,1,1,1,1,1
A11,24,A32,new car,915.0,A65,A75,4.0,A92,none,2.0,A123,29.0,bank,own,1.0,skilled_employee,1,0,1,0,0,1,0
A14,6,A32,radio/television,1595.0,A61,A74,3.0,A93,none,2.0,A122,51.0,none,own,1.0,skilled_employee,2,0,1,1,1,0,1
A11,48,A30,used car,4605.0,A61,A75,3.0,A93,none,4.0,A124,24.0,none,free,2.0,skilled_employee,2,0,1,0,1,1,1
A14,12,A34,business,1185.0,A61,A73,3.0,A92,none,2.0,A121,27.0,none,own,2.0,skilled_employee,1,0,1,1,0,0,1
A14,12,A31,retraining,3447.0,A63,A73,4.0,A92,none,3.0,A121,35.0,none,own,1.0,unskilled-resident,2,0,1,1,0,0,1
A14,24,A32,business,1258.0,A61,A74,4.0,A93,none,1.0,A121,25.0,none,own,1.0,skilled_employee,1,1,1,1,1,0,1
A14,12,A34,radio/television,717.0,A61,A75,4.0,A93,none,4.0,A121,52.0,none,own,3.0,skilled_employee,1,0,1,1,1,0,1
A14,6,A30,new car,1204.0,A62,A73,4.0,A93,none,1.0,A124,35.0,bank,rent,1.0,skilled_employee,1,0,0,1,1,0,1
A13,24,A32,furniture/equipment,1925.0,A61,A73,2.0,A93,none,2.0,A121,26.0,none,own,1.0,skilled_employee,1,0,1,1,1,1,1
A14,18,A32,radio/television,433.0,A61,A71,3.0,A92,co-applicant,4.0,A121,22.0,none,rent,1.0,skilled_employee,1,0,1,0,0,0,1
A11,6,A34,new car,666.0,A64,A74,3.0,A92,none,4.0,A121,39.0,none,own,2.0,unskilled-resident,1,1,1,1,0,1,1
A13,12,A32,furniture/equipment,2251.0,A61,A73,1.0,A92,none,2.0,A123,46.0,none,own,1.0,unskilled-resident,1,0,1,1,0,1,1
A12,30,A32,new car,2150.0,A61,A73,4.0,A92,guarantor,2.0,A124,24.0,bank,own,1.0,skilled_employee,1,0,1,0,0,1,1
A14,24,A33,furniture/equipment,4151.0,A62,A73,2.0,A93,none,3.0,A122,35.0,none,own,2.0,skilled_employee,1,0,1,1,1,0,1
A12,9,A32,furniture/equipment,2030.0,A65,A74,2.0,A93,none,1.0,A123,24.0,none,own,1.0,skilled_employee,1,1,1,1,1,1,0
A12,60,A33,radio/television,7418.0,A65,A73,1.0,A93,none,1.0,A121,27.0,none,own,1.0,unskilled-resident,1,0,1,1,1,1,0
A14,24,A34,radio/television,2684.0,A61,A73,4.0,A93,none,2.0,A121,35.0,none,own,2.0,unskilled-resident,1,0,1,1,1,0,1
A11,12,A31,radio/television,2149.0,A61,A73,4.0,A91,none,1.0,A124,29.0,none,free,1.0,skilled_employee,1,0,1,0,1,1,1
A14,15,A32,used car,3812.0,A62,A72,1.0,A92,none,4.0,A123,23.0,none,own,1.0,skilled_employee,1,1,1,1,0,0,1
A14,11,A34,radio/television,1154.0,A62,A71,4.0,A92,none,4.0,A121,57.0,none,own,3.0,unskilled-resident,1,0,1,1,0,0,1
A11,12,A32,furniture/equipment,1657.0,A61,A73,2.0,A93,none,2.0,A121,27.0,none,own,1.0,skilled_employee,1,0,1,1,1,1,1
A11,24,A32,radio/television,1603.0,A61,A75,4.0,A92,none,4.0,A123,55.0,none,own,1.0,skilled_employee,1,0,1,1,0,1,1
A11,18,A34,new car,5302.0,A61,A75,2.0,A93,none,4.0,A124,36.0,none,free,3.0,management/self-employed,1,1,1,1,1,1,1
A14,12,A34,education,2748.0,A61,A75,2.0,A92,none,4.0,A124,57.0,bank,free,3.0,unskilled-resident,1,0,1,1,0,0,1
A14,10,A34,new car,1231.0,A61,A75,3.0,A93,none,4.0,A121,32.0,none,own,2.0,unskilled-resident,2,0,0,1,1,0,1
A12,15,A32,radio/television,802.0,A61,A75,4.0,A93,none,3.0,A123,37.0,none,own,1.0,skilled_employee,2,0,1,0,1,1,1
A14,36,A34,business,6304.0,A65,A75,4.0,A93,none,4.0,A121,36.0,none,own,2.0,skilled_employee,1,0,1,1,1,0,0
A14,24,A32,radio/television,1533.0,A61,A72,4.0,A92,none,3.0,A123,38.0,stores,own,1.0,skilled_employee,1,1,1,1,0,0,1
A11,14,A32,new car,8978.0,A61,A75,1.0,A91,none,4.0,A122,45.0,none,own,1.0,management/self-employed,1,1,0,0,1,1,1
A14,24,A32,radio/television,999.0,A65,A75,4.0,A93,none,2.0,A123,25.0,none,own,2.0,skilled_employee,1,0,1,1,1,0,0
A14,18,A32,new car,2662.0,A65,A74,4.0,A93,none,3.0,A122,32.0,none,own,1.0,skilled_employee,1,0,0,1,1,0,0
A14,12,A34,furniture/equipment,1402.0,A63,A74,3.0,A92,none,4.0,A123,37.0,none,rent,1.0,skilled_employee,1,1,1,1,0,0,1
A12,48,A31,new car,12169.0,A65,A71,4.0,A93,co-applicant,4.0,A124,36.0,none,free,1.0,management/self-employed,1,1,1,1,1,1,0
A12,48,A32,radio/television,3060.0,A61,A74,4.0,A93,none,4.0,A121,28.0,none,own,2.0,skilled_employee,1,0,1,0,1,1,1
A11,30,A32,repairs,11998.0,A61,A72,1.0,A91,none,1.0,A124,34.0,none,own,1.0,unskilled-resident,1,1,1,0,1,1,1
A14,9,A32,radio/television,2697.0,A61,A73,1.0,A93,none,2.0,A121,32.0,none,own,1.0,skilled_employee,2,0,1,1,1,0,1
A14,18,A34,radio/television,2404.0,A61,A73,2.0,A92,none,2.0,A123,26.0,none,own,2.0,skilled_employee,1,0,1,1,0,0,1
A11,12,A32,furniture/equipment,1262.0,A65,A75,2.0,A91,none,4.0,A122,49.0,none,own,1.0,unskilled-resident,1,1,1,1,1,1,0
A14,6,A32,furniture/equipment,4611.0,A61,A72,1.0,A92,none,4.0,A122,32.0,none,own,1.0,skilled_employee,1,0,1,0,0,0,1
A14,24,A32,radio/television,1901.0,A62,A73,4.0,A93,none,4.0,A123,29.0,none,rent,1.0,management/self-employed,1,1,1,1,1,0,1
A14,15,A34,used car,3368.0,A64,A75,3.0,A93,none,4.0,A124,23.0,none,rent,2.0,skilled_employee,1,1,1,1,1,0,1
A14,12,A32,furniture/equipment,1574.0,A61,A73,4.0,A93,none,2.0,A121,50.0,none,own,1.0,skilled_employee,1,0,1,1,1,0,1
A13,18,A31,radio/television,1445.0,A65,A74,4.0,A93,none,4.0,A123,49.0,bank,own,1.0,unskilled-resident,1,0,1,1,1,1,0
A14,15,A34,furniture/equipment,1520.0,A65,A75,4.0,A93,none,4.0,A122,63.0,none,own,1.0,skilled_employee,1,0,1,1,1,0,0
A12,24,A34,new car,3878.0,A62,A72,4.0,A91,none,2.0,A123,37.0,none,own,1.0,skilled_employee,1,1,1,1,1,1,1
A11,47,A32,new car,10722.0,A61,A72,1.0,A92,none,1.0,A121,35.0,none,own,1.0,unskilled-resident,1,1,1,1,0,1,1
A11,48,A32,used car,4788.0,A61,A74,4.0,A93,none,3.0,A122,26.0,none,own,1.0,skilled_employee,2,0,1,1,1,1,1
A12,48,A33,others,7582.0,A62,A71,2.0,A93,none,4.0,A124,31.0,none,free,1.0,management/self-employed,1,1,1,1,1,1,1
A12,12,A32,radio/television,1092.0,A61,A73,4.0,A92,guarantor,4.0,A121,49.0,none,own,2.0,skilled_employee,1,1,1,1,0,1,1
A11,24,A33,radio/television,1024.0,A61,A72,4.0,A94,none,4.0,A121,48.0,stores,own,1.0,skilled_employee,1,0,1,0,1,1,1
A14,12,A32,business,1076.0,A61,A73,2.0,A94,none,2.0,A121,26.0,none,own,1.0,skilled_employee,1,1,0,1,1,0,1
A12,36,A32,used car,9398.0,A61,A72,1.0,A94,none,4.0,A123,28.0,none,rent,1.0,management/self-employed,1,1,1,0,1,1,1
A11,24,A34,used car,6419.0,A61,A75,2.0,A92,none,4.0,A124,44.0,none,free,2.0,management/self-employed,2,1,1,1,0,1,1
A13,42,A34,used car,4796.0,A61,A75,4.0,A93,none,4.0,A124,56.0,none,free,1.0,skilled_employee,1,0,1,1,1,1,1
A14,48,A34,business,7629.0,A65,A75,4.0,A91,none,2.0,A123,46.0,bank,own,2.0,management/self-employed,2,0,1,1,1,0,0
A12,48,A32,furniture/equipment,9960.0,A61,A72,1.0,A92,none,2.0,A123,26.0,none,own,1.0,skilled_employee,1,1,1,0,0,1,1
A14,12,A32,used car,4675.0,A65,A72,1.0,A92,none,4.0,A123,20.0,none,rent,1.0,skilled_employee,1,0,1,1,0,0,0
A14,10,A32,new car,1287.0,A65,A75,4.0,A93,co-applicant,2.0,A122,45.0,none,own,1.0,unskilled-resident,1,0,0,1,1,0,0
A14,18,A32,furniture/equipment,2515.0,A61,A73,3.0,A93,none,4.0,A121,43.0,none,own,1.0,skilled_employee,1,1,1,1,1,0,1
A12,21,A34,furniture/equipment,2745.0,A64,A74,3.0,A93,none,2.0,A123,32.0,none,own,2.0,skilled_employee,1,1,1,1,1,1,1
A14,6,A32,new car,672.0,A61,A71,1.0,A92,none,4.0,A121,54.0,none,own,1.0,unemployed/unskilled,1,1,1,1,0,0,1
A12,36,A30,radio/television,3804.0,A61,A73,4.0,A92,none,1.0,A123,42.0,none,own,1.0,skilled_employee,1,1,1,0,0,1,1
A13,24,A34,new car,1344.0,A65,A74,4.0,A93,none,2.0,A121,37.0,bank,own,2.0,unskilled-resident,2,0,1,0,1,1,0
A11,10,A34,new car,1038.0,A61,A74,4.0,A93,co-applicant,3.0,A122,49.0,none,own,2.0,skilled_employee,1,1,1,1,1,1,1
A14,48,A34,new car,10127.0,A63,A73,2.0,A93,none,2.0,A124,44.0,bank,free,1.0,skilled_employee,1,0,1,0,1,0,1
A14,6,A32,furniture/equipment,1543.0,A64,A73,4.0,A91,none,2.0,A121,33.0,none,own,1.0,skilled_employee,1,0,1,1,1,0,1
A14,30,A32,used car,4811.0,A65,A74,2.0,A92,none,4.0,A122,24.0,stores,rent,1.0,unskilled-resident,1,0,1,1,0,0,0
A11,12,A32,radio/television,727.0,A62,A72,4.0,A94,none,3.0,A124,33.0,none,own,1.0,unskilled-resident,1,1,1,0,1,1,1
A12,8,A32,furniture/equipment,1237.0,A61,A73,3.0,A92,none,4.0,A121,24.0,none,own,1.0,skilled_employee,1,0,1,0,0,1,1
A12,9,A32,new car,276.0,A61,A73,4.0,A94,none,4.0,A121,22.0,none,rent,1.0,unskilled-resident,1,0,1,1,1,1,1
A12,48,A32,others,5381.0,A65,A71,3.0,A93,none,4.0,A124,40.0,bank,free,1.0,unemployed/unskilled,1,1,1,1,1,1,0
A14,24,A32,furniture/equipment,5511.0,A62,A73,4.0,A93,none,1.0,A123,25.0,stores,own,1.0,skilled_employee,1,0,1,1,1,0,1
A13,24,A32,furniture/equipment,3749.0,A61,A72,2.0,A92,none,4.0,A123,26.0,none,own,1.0,skilled_employee,1,0,1,1,0,1,1
A12,12,A32,new car,685.0,A61,A74,2.0,A94,none,3.0,A123,25.0,bank,own,1.0,unskilled-resident,1,0,1,0,1,1,1
A13,4,A32,new car,1494.0,A65,A72,1.0,A93,none,2.0,A121,29.0,none,own,1.0,unskilled-resident,2,0,0,1,1,1,0
A11,36,A31,furniture/equipment,2746.0,A61,A75,4.0,A93,none,4.0,A123,31.0,bank,own,1.0,skilled_employee,1,0,1,0,1,1,1
A11,12,A32,furniture/equipment,708.0,A61,A73,2.0,A93,guarantor,3.0,A122,38.0,none,own,1.0,unskilled-resident,2,0,1,1,1,1,1
A12,24,A32,furniture/equipment,4351.0,A65,A73,1.0,A92,none,4.0,A122,48.0,none,own,1.0,unskilled-resident,1,1,1,1,0,1,0
A14,12,A34,education,701.0,A61,A73,4.0,A93,none,2.0,A123,32.0,none,own,2.0,skilled_employee,1,0,1,1,1,0,1
A11,15,A33,furniture/equipment,3643.0,A61,A75,1.0,A92,none,4.0,A122,27.0,none,own,2.0,unskilled-resident,1,0,1,1,0,1,1
A12,30,A34,new car,4249.0,A61,A71,4.0,A94,none,2.0,A123,28.0,none,own,2.0,management/self-employed,1,0,1,0,1,1,1
A11,24,A32,radio/television,1938.0,A61,A72,4.0,A91,none,3.0,A122,32.0,none,own,1.0,skilled_employee,1,0,1,0,1,1,1
A11,24,A32,used car,2910.0,A61,A74,2.0,A93,none,1.0,A124,34.0,none,free,1.0,management/self-employed,1,1,1,1,1,1,1
A11,18,A32,furniture/equipment,2659.0,A64,A73,4.0,A93,none,2.0,A123,28.0,none,own,1.0,skilled_employee,1,0,1,1,1,1,1
A14,18,A34,new car,1028.0,A61,A73,4.0,A92,none,3.0,A121,36.0,none,own,2.0,skilled_employee,1,0,1,1,0,0,1
A11,8,A34,new car,3398.0,A61,A74,1.0,A93,none,4.0,A121,39.0,none,own,2.0,unskilled-resident,1,0,0,1,1,1,1
A14,12,A34,furniture/equipment,5801.0,A65,A75,2.0,A93,none,4.0,A122,49.0,none,rent,1.0,skilled_employee,1,1,1,1,1,0,0
A14,24,A32,new car,1525.0,A64,A74,4.0,A92,none,3.0,A123,34.0,none,own,1.0,skilled_employee,2,1,1,1,0,0,1
A13,36,A32,radio/television,4473.0,A61,A75,4.0,A93,none,2.0,A123,31.0,none,own,1.0,skilled_employee,1,0,1,1,1,1,1
A12,6,A32,radio/television,1068.0,A61,A75,4.0,A93,none,4.0,A123,28.0,none,own,1.0,skilled_employee,2,0,1,1,1,1,1
A11,24,A34,used car,6615.0,A61,A71,2.0,A93,none,4.0,A124,75.0,none,free,2.0,management/self-employed,1,1,1,1,1,1,1
A14,18,A34,education,1864.0,A62,A73,4.0,A92,none,2.0,A121,30.0,none,own,2.0,skilled_employee,1,0,1,0,0,0,1
A12,60,A32,new car,7408.0,A62,A72,4.0,A92,none,2.0,A122,24.0,none,own,1.0,management/self-employed,1,0,1,0,0,1,1
A14,48,A34,used car,11590.0,A62,A73,2.0,A92,none,4.0,A123,24.0,bank,rent,2.0,unskilled-resident,1,0,1,0,0,0,1
A11,24,A30,furniture/equipment,4110.0,A61,A75,3.0,A93,none,4.0,A124,23.0,bank,rent,2.0,skilled_employee,2,0,1,0,1,1,1
A11,6,A34,furniture/equipment,3384.0,A61,A73,1.0,A91,none,4.0,A121,44.0,none,rent,1.0,management/self-employed,1,1,1,0,1,1,1
A12,13,A32,radio/television,2101.0,A61,A72,2.0,A92,guarantor,4.0,A122,23.0,none,own,1.0,unskilled-resident,1,0,1,1,0,1,1
A11,15,A32,domestic appliances,1275.0,A65,A73,4.0,A92,none,2.0,A123,24.0,none,rent,1.0,skilled_employee,1,0,1,0,0,1,0
A11,24,A32,furniture/equipment,4169.0,A61,A73,4.0,A93,none,4.0,A122,28.0,none,own,1.0,skilled_employee,1,0,1,1,1,1,1
A12,10,A32,furniture/equipment,1521.0,A61,A73,4.0,A91,none,2.0,A123,31.0,none,own,1.0,unskilled-resident,1,0,1,1,1,1,1
A12,24,A34,education,5743.0,A61,A72,2.0,A92,none,4.0,A124,24.0,none,free,2.0,skilled_employee,1,1,1,1,0,1,1
A11,21,A32,furniture/equipment,3599.0,A61,A74,1.0,A92,none,4.0,A123,26.0,none,rent,1.0,unskilled-resident,1,0,1,1,0,1,1
A12,18,A32,radio/television,3213.0,A63,A72,1.0,A94,none,3.0,A121,25.0,none,rent,1.0,skilled_employee,1,0,1,1,1,1,1
A12,18,A32,business,4439.0,A61,A75,1.0,A93,co-applicant,1.0,A121,33.0,bank,own,1.0,management/self-employed,1,1,1,1,1,1,1
A13,10,A32,new car,3949.0,A61,A72,1.0,A93,guarantor,1.0,A122,37.0,none,own,1.0,unskilled-resident,2,0,1,1,1,1,1
A14,15,A34,radio/television,1459.0,A61,A73,4.0,A92,none,2.0,A123,43.0,none,own,1.0,unskilled-resident,1,0,1,1,0,0,1
A12,13,A34,radio/television,882.0,A61,A72,4.0,A93,guarantor,4.0,A121,23.0,none,own,2.0,skilled_employee,1,0,1,1,1,1,1
A12,24,A32,radio/television,3758.0,A63,A71,1.0,A92,none,4.0,A124,23.0,none,rent,1.0,unemployed/unskilled,1,0,1,1,0,1,1
A14,6,A33,business,1743.0,A62,A73,1.0,A93,none,2.0,A121,34.0,none,own,2.0,unskilled-resident,1,0,1,1,1,0,1
A12,9,A34,education,1136.0,A64,A75,4.0,A93,none,3.0,A124,32.0,none,free,2.0,skilled_employee,2,0,1,0,1,1,1
A14,9,A32,domestic appliances,1236.0,A61,A72,1.0,A92,none,4.0,A121,23.0,none,rent,1.0,skilled_employee,1,1,1,1,0,0,1
A12,9,A32,furniture/equipment,959.0,A61,A73,1.0,A92,none,2.0,A123,29.0,none,own,1.0,skilled_employee,1,0,0,0,0,1,1
A14,18,A34,used car,3229.0,A65,A71,2.0,A93,none,4.0,A124,38.0,none,own,1.0,management/self-employed,1,1,1,1,1,0,0
A11,12,A30,radio/television,6199.0,A61,A73,4.0,A93,none,2.0,A122,28.0,none,rent,2.0,skilled_employee,1,1,1,0,1,1,1
A14,10,A32,education,727.0,A63,A75,4.0,A93,none,4.0,A124,46.0,none,free,1.0,skilled_employee,1,1,1,1,1,0,1
A12,24,A32,new car,1246.0,A61,A72,4.0,A93,none,2.0,A121,23.0,stores,own,1.0,unskilled-resident,1,0,1,0,1,1,1
A14,12,A34,radio/television,2331.0,A65,A75,1.0,A93,co-applicant,4.0,A121,49.0,none,own,1.0,skilled_employee,1,1,1,1,1,0,0
A14,36,A33,radio/television,4463.0,A61,A73,4.0,A93,none,2.0,A123,26.0,none,own,2.0,management/self-employed,1,1,1,0,1,0,1
A14,12,A32,radio/television,776.0,A61,A73,4.0,A94,none,2.0,A121,28.0,none,own,1.0,skilled_employee,1,0,1,1,1,0,1
A11,30,A32,furniture/equipment,2406.0,A61,A74,4.0,A92,none,4.0,A121,23.0,none,rent,1.0,skilled_employee,1,0,1,0,0,1,1
A12,18,A32,education,1239.0,A65,A73,4.0,A93,none,4.0,A124,61.0,none,free,1.0,skilled_employee,1,0,1,1,1,1,0
A13,12,A32,radio/television,3399.0,A65,A75,2.0,A93,none,3.0,A123,37.0,none,own,1.0,management/self-employed,1,0,1,1,1,1,0
A13,12,A33,new car,2247.0,A61,A73,2.0,A92,none,2.0,A123,36.0,stores,own,2.0,skilled_employee,1,1,1,1,0,1,1
A14,6,A32,furniture/equipment,1766.0,A61,A73,1.0,A94,none,2.0,A122,21.0,none,rent,1.0,skilled_employee,1,0,1,1,1,0,1
A11,18,A32,furniture/equipment,2473.0,A61,A71,4.0,A93,none,1.0,A123,25.0,none,own,1.0,unemployed/unskilled,1,0,1,0,1,1,1
A14,12,A32,business,1542.0,A61,A74,2.0,A93,none,4.0,A123,36.0,none,own,1.0,skilled_employee,1,1,1,1,1,0,1
A14,18,A34,used car,3850.0,A61,A74,3.0,A93,none,1.0,A123,27.0,none,own,2.0,skilled_employee,1,0,1,1,1,0,1
A11,18,A32,furniture/equipment,3650.0,A61,A72,1.0,A92,none,4.0,A123,22.0,none,rent,1.0,skilled_employee,1,0,1,1,0,1,1
A11,36,A32,furniture/equipment,3446.0,A61,A75,4.0,A93,none,2.0,A123,42.0,none,own,1.0,skilled_employee,2,0,1,0,1,1,1
A12,18,A32,furniture/equipment,3001.0,A61,A74,2.0,A92,none,4.0,A121,40.0,none,rent,1.0,skilled_employee,1,0,1,1,0,1,1
A14,36,A32,new car,3079.0,A65,A73,4.0,A93,none,4.0,A121,36.0,none,own,1.0,skilled_employee,1,0,1,1,1,0,0
A14,18,A34,radio/television,6070.0,A61,A75,3.0,A93,none,4.0,A123,33.0,none,own,2.0,skilled_employee,1,1,1,1,1,0,1
A14,10,A34,furniture/equipment,2146.0,A61,A72,1.0,A92,none,3.0,A121,23.0,none,rent,2.0,skilled_employee,1,0,1,1,0,0,1
A14,60,A34,new car,13756.0,A65,A75,2.0,A93,none,4.0,A124,63.0,bank,free,1.0,management/self-employed,1,1,1,1,1,0,0
A12,60,A31,others,14782.0,A62,A75,3.0,A92,none,4.0,A124,60.0,bank,free,2.0,management/self-employed,1,1,1,0,0,1,1
A11,48,A31,business,7685.0,A61,A74,2.0,A92,guarantor,4.0,A123,37.0,none,rent,1.0,skilled_employee,1,0,1,0,0,1,1
